order_id,date,region,category,product,sales,quantity,discount,profit,customer_age,gender,rating
1045,2022-02-14,West,Electronics,Phone,30475,8,0.0,9241,51,Male,4.5
1046,2022-02-15,West,Furniture,Shirt,46148,18,0.0,15116,41,Male,3.1
1047,2022-02-16,West,Clothing,Jacket,48785,18,0.0,5093,49,Male,3.1
1048,2022-02-17,East,Food,Shirt,19563,14,0.1,3173,18,Male,3.5
1049,2022-02-18,South,Furniture,Chair,2606,15,0.1,818,25,Female,4.7
1050,2022-02-19,South,Sports,Shoes,25057,6,0.15,5412,62,Female,2.5
1051,2022-02-20,East,Electronics,Chair,49354,11,0.25,14744,40,Female,4.8
1052,2022-02-21,South,Sports,Laptop,21107,13,0.05,4308,64,Female,2.9
1053,2022-02-22,East,Furniture,Laptop,38099,1,0.15,8276,57,Male,5.0
1054,2022-02-23,West,Furniture,Chair,29029,6,0.05,4285,29,Male,4.9
1055,2022-02-24,East,Furniture,Shoes,36454,9,0.25,6469,29,Female,3.7
1056,2022-02-25,West,Sports,Chair,28356,8,0.1,7986,63,Female,3.8
1057,2022-02-26,West,Furniture,Shoes,3073,11,0.25,707,64,Female,3.7
1058,2022-02-27,North,Sports,Shoes,13308,19,0.1,4422,32,Female,4.1
1059,2022-02-28,East,Furniture,TV,35867,9,0.25,12761,58,Female,2.7
1060,2022-03-01,North,Food,Jacket,37301,17,0.15,9791,36,Female,2.6
1061,2022-03-02,East,Furniture,Rice,41696,12,0.2,13655,43,Female,2.6
1062,2022-03-03,East,Sports,Shoes,34572,14,0.15,6640,69,Female,3.6
1063,2022-03-04,North,Clothing,Shirt,24252,15,0.05,5444,46,Female,3.2
1064,2022-03-05,North,Furniture,Shoes,18185,16,0.15,5707,39,Male,4.1
1065,2022-03-06,East,Clothing,Shoes,41901,1,0.0,9045,57,Female,5.0
1066,2022-03-07,South,Food,Shoes,11872,10,0.05,3283,38,Male,3.5
1067,2022-03-08,West,Electronics,TV,9496,8,0.25,1478,68,Male,3.9
1068,2022-03-09,North,Food,Jacket,16958,18,0.05,4747,55,Female,3.5
1069,2022-03-10,West,Furniture,TV,32389,1,0.2,11610,37,Female,4.6
1070,2022-03-11,South,Clothing,Laptop,27165,2,0.1,9795,46,Male,4.8
1071,2022-03-12,South,Clothing,TV,38743,1,0.25,12293,68,Male,4.7
1072,2022-03-13,South,Sports,Shirt,32153,1,0.05,10409,21,Female,4.9
1073,2022-03-14,North,Clothing,Shirt,27157,9,0.25,7261,24,Male,2.6
1074,2022-03-15,South,Sports,TV,40452,13,0.25,11140,45,Female,4.6
1075,2022-03-16,North,Electronics,Jacket,22680,1,0.25,3177,45,Female,4.4
1076,2022-03-17,South,Furniture,Chair,32396,13,0.1,7553,21,Female,3.1
1077,2022-03-18,West,Sports,Rice,13375,7,0.15,3146,39,Male,4.9
1078,2022-03-19,West,Electronics,Jacket,2122,2,0.25,822,29,Male,2.9
1079,2022-03-20,East,Clothing,TV,49256,6,0.0,11296,62,Female,4.2
1080,2022-03-21,West,Clothing,Shoes,41309,7,0.2,10939,20,Male,3.1
1081,2022-03-22,East,Electronics,Phone,17225,14,0.1,4478,39,Male,3.6
1082,2022-03-23,West,Clothing,Rice,41260,18,0.05,12008,61,Male,4.3
1083,2022-03-24,North,Electronics,Rice,16146,15,0.1,5239,19,Male,3.9
1084,2022-03-25,West,Sports,Shirt,17529,2,0.05,2936,41,Male,3.6
1085,2022-03-26,East,Sports,Rice,29902,10,0.1,7733,51,Male,3.3
1086,2022-03-27,East,Electronics,TV,4763,12,0.05,1656,44,Male,4.6
1087,2022-03-28,South,Sports,Shoes,31487,17,0.25,7523,58,Female,2.9
1088,2022-03-29,North,Sports,Shoes,47328,8,0.15,8686,18,Male,3.6
1089,2022-03-30,West,Sports,Laptop,48424,11,0.05,14353,25,Male,4.8
1090,2022-03-31,South,Food,Shoes,9146,3,0.05,3175,40,Male,4.6
1091,2022-04-01,West,Furniture,Jacket,28029,6,0.0,3334,55,Male,3.5
1092,2022-04-02,West,Clothing,Shoes,12164,9,0.05,4051,23,Male,4.4
1093,2022-04-03,South,Food,Shirt,36237,6,0.0,12556,39,Male,4.6
1094,2022-04-04,South,Sports,Shoes,36296,9,0.2,8655,42,Male,4.7
1095,2022-04-05,South,Electronics,Laptop,24527,7,0.25,9688,35,Male,3.9
1096,2022-04-06,South,Sports,Phone,29873,9,0.0,10038,34,Female,3.0
1097,2022-04-07,South,Furniture,TV,36897,18,0.15,12253,29,Male,3.1
1098,2022-04-08,West,Sports,Shirt,21109,12,0.25,6847,23,Male,3.2
1099,2022-04-09,South,Electronics,Jacket,36335,8,0.0,5275,43,Male,4.0
1100,2022-04-10,North,Furniture,Phone,39209,8,0.25,6476,44,Male,2.6
1101,2022-04-11,East,Sports,Shirt,19750,18,0.25,4724,25,Female,4.1
1102,2022-04-12,South,Furniture,Chair,21672,15,0.25,3884,36,Female,3.4
1103,2022-04-13,South,Clothing,Rice,12055,7,0.2,2707,59,Female,3.2
1104,2022-04-14,West,Clothing,Chair,22374,11,0.15,8201,18,Female,4.7
1105,2022-04-15,South,Sports,Shoes,13581,16,0.1,4717,46,Female,3.7
1106,2022-04-16,South,Furniture,Phone,24563,4,0.1,7099,62,Female,2.7
1107,2022-04-17,South,Electronics,Shoes,7319,6,0.0,2616,66,Female,4.6
1108,2022-04-18,West,Sports,Rice,26212,3,0.25,8784,52,Female,2.6
1109,2022-04-19,South,Clothing,Shirt,25262,9,0.0,5777,57,Female,4.3
1110,2022-04-20,East,Clothing,Rice,11546,10,0.2,1851,31,Female,4.4
1111,2022-04-21,West,Sports,Laptop,31963,14,0.2,8127,52,Female,3.4
1112,2022-04-22,East,Furniture,Rice,29269,11,0.05,9392,65,Female,4.6
1113,2022-04-23,West,Clothing,Laptop,23650,18,0.2,5461,62,Female,3.8
1114,2022-04-24,South,Furniture,Rice,3211,12,0.05,963,37,Female,3.7
1115,2022-04-25,East,Clothing,TV,5353,12,0.15,687,66,Female,2.6
1116,2022-04-26,West,Clothing,Laptop,29577,13,0.0,9595,30,Female,3.2
1117,2022-04-27,North,Food,Phone,24363,13,0.15,8376,55,Male,4.8
1118,2022-04-28,South,Clothing,Shoes,22292,19,0.2,6956,66,Female,3.5
1119,2022-04-29,West,Electronics,Jacket,40983,19,0.15,15991,63,Male,3.9
1120,2022-04-30,North,Sports,Shoes,9442,14,0.15,3286,66,Female,3.8
1121,2022-05-01,West,Sports,Chair,48775,4,0.15,18092,25,Female,4.0
1122,2022-05-02,North,Furniture,Shoes,49094,13,0.2,18659,60,Male,2.7
1123,2022-05-03,South,Clothing,Shirt,2262,8,0.25,770,37,Female,3.4
1124,2022-05-04,East,Electronics,TV,32487,19,0.15,9820,50,Male,4.3
1125,2022-05-05,North,Furniture,Rice,16350,12,0.05,1663,43,Male,3.0
1126,2022-05-06,West,Food,Chair,12612,18,0.2,3024,56,Male,3.0
1127,2022-05-07,South,Furniture,Shirt,24558,6,0.15,6664,38,Female,2.5
1128,2022-05-08,North,Furniture,Shirt,45920,18,0.25,8780,66,Female,3.6
1129,2022-05-09,West,Clothing,Laptop,39390,19,0.2,7698,59,Female,4.7
1130,2022-05-10,West,Food,Shoes,981,5,0.1,381,60,Male,2.6
1131,2022-05-11,West,Furniture,Phone,47804,9,0.25,17569,58,Male,3.0
1132,2022-05-12,North,Electronics,Jacket,33421,3,0.05,11856,26,Female,3.3
1133,2022-05-13,North,Electronics,Phone,40885,10,0.15,9068,41,Female,4.3
1134,2022-05-14,North,Sports,Chair,2024,19,0.1,211,54,Female,4.1
1135,2022-05-15,East,Food,TV,35388,3,0.1,4390,66,Female,3.5
1136,2022-05-16,North,Food,Phone,15548,15,0.2,3011,58,Female,4.4
1137,2022-05-17,North,Sports,Rice,35611,1,0.1,3729,34,Male,4.0
1138,2022-05-18,North,Furniture,Phone,38404,7,0.05,4038,41,Male,4.7
1139,2022-05-19,East,Food,Chair,34508,12,0.05,12940,38,Male,4.5
1140,2022-05-20,North,Electronics,Jacket,560,17,0.0,175,68,Female,3.1
1141,2022-05-21,West,Electronics,Phone,9630,5,0.05,1856,56,Male,3.2
1142,2022-05-22,North,Clothing,Rice,18523,4,0.25,2589,58,Male,2.8
1143,2022-05-23,West,Food,Laptop,45580,12,0.1,11554,56,Male,3.3
1144,2022-05-24,West,Furniture,TV,13850,18,0.05,1407,30,Male,5.0
1145,2022-05-25,West,Sports,Chair,24854,17,0.2,9482,28,Male,3.5
1146,2022-05-26,East,Sports,Laptop,45686,19,0.0,10254,63,Female,3.1
1147,2022-05-27,East,Furniture,Laptop,28645,9,0.1,6322,36,Male,4.4
1148,2022-05-28,East,Clothing,Laptop,34520,4,0.0,7497,28,Female,3.9
1149,2022-05-29,North,Sports,Shirt,21087,2,0.1,2547,30,Female,2.9
1150,2022-05-30,West,Food,TV,41631,4,0.2,12135,63,Female,3.5
1151,2022-05-31,East,Clothing,Jacket,10150,2,0.0,3247,62,Female,3.5
1152,2022-06-01,East,Food,Shoes,20433,15,0.15,6188,18,Female,4.4
1153,2022-06-02,North,Electronics,TV,21081,2,0.25,2984,57,Male,2.6
1154,2022-06-03,East,Clothing,Shirt,23893,4,0.25,6538,61,Male,3.2
1155,2022-06-04,North,Sports,Shoes,23551,6,0.1,6379,36,Female,3.8
1156,2022-06-05,South,Clothing,TV,26712,7,0.15,9630,29,Female,3.2
1157,2022-06-06,East,Clothing,Laptop,49582,10,0.0,10598,25,Female,4.1
1158,2022-06-07,South,Clothing,Chair,4590,19,0.15,971,25,Male,3.7
1159,2022-06-08,North,Clothing,Shoes,7460,19,0.15,2130,62,Female,3.4
1160,2022-06-09,West,Food,Rice,36272,12,0.0,10516,29,Male,4.9
1161,2022-06-10,East,Electronics,Rice,22020,3,0.2,5302,65,Female,4.1
1162,2022-06-11,North,Furniture,Phone,49981,13,0.15,11641,50,Male,2.8
1163,2022-06-12,West,Clothing,Shoes,36908,18,0.15,9162,62,Female,3.9
1164,2022-06-13,West,Sports,Chair,28970,8,0.2,10380,43,Male,4.5
1165,2022-06-14,South,Clothing,Jacket,20991,15,0.15,5003,56,Female,4.3
1166,2022-06-15,North,Sports,Shirt,1841,1,0.15,703,45,Male,2.9
1167,2022-06-16,West,Food,Laptop,45123,3,0.15,11335,22,Male,4.9
1168,2022-06-17,East,Sports,Phone,25291,8,0.25,9731,25,Male,3.6
1169,2022-06-18,East,Furniture,Rice,838,4,0.05,293,42,Male,2.9
1170,2022-06-19,South,Electronics,Shirt,6395,16,0.2,1335,44,Male,3.0
1171,2022-06-20,West,Sports,Shirt,12754,10,0.15,4580,63,Male,2.7
1172,2022-06-21,North,Sports,Laptop,11844,12,0.25,1575,40,Male,4.5
1173,2022-06-22,East,Electronics,Jacket,2250,14,0.2,849,47,Female,2.8
1174,2022-06-23,West,Furniture,Jacket,2921,14,0.1,846,62,Female,2.8
1175,2022-06-24,West,Clothing,Shoes,40387,2,0.1,4698,64,Female,4.6
1176,2022-06-25,South,Sports,Rice,5819,5,0.15,1707,40,Female,3.4
1177,2022-06-26,East,Electronics,Jacket,16396,5,0.25,6432,66,Female,2.6
1178,2022-06-27,East,Food,Chair,12418,6,0.25,1502,64,Male,2.6
1179,2022-06-28,North,Electronics,Jacket,25564,13,0.2,6810,37,Male,2.9
1180,2022-06-29,East,Food,Shirt,47117,9,0.2,15282,35,Male,3.0
1181,2022-06-30,North,Furniture,Laptop,28435,15,0.25,9755,35,Male,4.2
1182,2022-07-01,East,Clothing,Chair,38141,14,0.2,8549,19,Male,2.9
1183,2022-07-02,South,Electronics,Shoes,30211,7,0.25,4872,21,Female,2.8
1184,2022-07-03,East,Sports,Rice,5306,2,0.05,598,47,Female,4.4
1185,2022-07-04,North,Furniture,Shoes,41860,7,0.25,11466,50,Female,4.2
1186,2022-07-05,North,Electronics,Shirt,12682,6,0.1,2991,53,Female,3.6
1187,2022-07-06,South,Sports,Chair,22797,17,0.2,8768,35,Male,3.9
1188,2022-07-07,East,Electronics,Chair,20041,2,0.25,2368,54,Male,3.3
1189,2022-07-08,East,Food,Chair,29421,3,0.25,8992,36,Male,3.7
1190,2022-07-09,South,Electronics,Shirt,17274,5,0.2,1857,64,Female,3.8
1191,2022-07-10,East,Electronics,Shirt,45313,5,0.05,6862,45,Male,3.5
1192,2022-07-11,East,Electronics,Shoes,37698,1,0.05,8900,57,Female,4.8
1193,2022-07-12,North,Furniture,Phone,9320,8,0.2,2204,37,Male,2.5
1194,2022-07-13,East,Electronics,Shoes,24570,12,0.0,7511,66,Male,4.5
1195,2022-07-14,East,Sports,Rice,4732,4,0.2,1765,50,Female,2.8
1196,2022-07-15,South,Food,Laptop,11622,13,0.2,3390,29,Male,4.5
1197,2022-07-16,South,Food,Chair,15523,15,0.05,5993,68,Male,4.0
1198,2022-07-17,West,Electronics,Phone,8507,11,0.05,3101,32,Female,4.6
1199,2022-07-18,North,Furniture,Laptop,18405,10,0.2,5068,58,Male,2.7
1200,2022-07-19,East,Furniture,Phone,42286,3,0.2,14806,56,Female,3.9
1201,2022-07-20,East,Sports,Jacket,29898,14,0.2,8753,19,Male,3.8
1202,2022-07-21,West,Electronics,Jacket,34768,16,0.05,4296,46,Male,4.3
1203,2022-07-22,East,Food,TV,7237,10,0.2,2332,58,Male,3.8
1204,2022-07-23,North,Furniture,Jacket,36562,10,0.2,4697,27,Male,3.9
1205,2022-07-24,West,Electronics,Shoes,26010,12,0.15,7237,19,Male,3.6
1206,2022-07-25,North,Furniture,Jacket,19926,9,0.0,6193,68,Male,3.3
1207,2022-07-26,West,Furniture,Shirt,37765,1,0.1,4530,28,Male,3.7
1208,2022-07-27,West,Food,Chair,18350,5,0.0,3106,30,Male,2.8
1209,2022-07-28,South,Clothing,Shoes,1114,8,0.15,417,27,Female,4.9
1210,2022-07-29,North,Sports,Laptop,22276,11,0.1,6346,31,Female,4.3
1211,2022-07-30,East,Sports,TV,24577,12,0.2,4274,35,Male,4.9
1212,2022-07-31,East,Food,TV,9874,1,0.15,3033,68,Male,3.1
1213,2022-08-01,North,Furniture,TV,35935,11,0.2,10027,26,Female,4.7
1214,2022-08-02,East,Electronics,Laptop,31407,5,0.05,7867,56,Male,4.5
1215,2022-08-03,East,Furniture,Laptop,13909,15,0.25,5464,45,Male,4.2
1216,2022-08-04,North,Food,Laptop,17014,5,0.15,5190,20,Female,4.1
1217,2022-08-05,West,Sports,Laptop,30366,12,0.05,6457,37,Male,3.3
1218,2022-08-06,North,Furniture,TV,3483,5,0.15,1184,23,Male,4.5
1219,2022-08-07,West,Sports,TV,32205,17,0.15,11767,44,Female,3.8
1220,2022-08-08,East,Electronics,Phone,21162,17,0.05,2911,19,Male,2.7
1221,2022-08-09,East,Sports,Shoes,24010,12,0.1,3846,46,Male,3.3
1222,2022-08-10,East,Sports,Chair,13151,15,0.0,2168,55,Female,4.8
1223,2022-08-11,South,Clothing,Jacket,41498,15,0.2,12755,20,Male,4.6
1224,2022-08-12,West,Clothing,Jacket,29035,6,0.15,8156,33,Female,5.0
1225,2022-08-13,South,Clothing,Shirt,7140,12,0.2,2040,47,Male,4.1
1226,2022-08-14,South,Sports,TV,45047,18,0.25,17218,57,Male,3.1
1227,2022-08-15,North,Food,Shirt,15817,14,0.05,5263,19,Female,2.9
1228,2022-08-16,South,Sports,Shoes,8064,2,0.2,1116,34,Female,3.0
1229,2022-08-17,North,Food,Shoes,27845,9,0.05,5687,58,Male,2.5
1230,2022-08-18,North,Food,Shirt,48788,5,0.2,11251,29,Female,3.5
1231,2022-08-19,South,Clothing,TV,29187,1,0.0,6386,52,Female,3.0
1232,2022-08-20,West,Furniture,Shirt,14237,3,0.0,4282,60,Male,3.5
1233,2022-08-21,West,Electronics,Jacket,9823,6,0.0,3611,18,Male,4.8
1234,2022-08-22,West,Clothing,Phone,15729,5,0.0,3017,62,Male,3.6
1235,2022-08-23,West,Clothing,Jacket,44981,5,0.0,11945,32,Female,4.7
1236,2022-08-24,West,Furniture,Rice,9002,1,0.0,3032,43,Female,4.0
1237,2022-08-25,South,Electronics,TV,1045,17,0.05,235,54,Female,3.1
1238,2022-08-26,South,Sports,TV,37614,19,0.15,5658,38,Female,3.4
1239,2022-08-27,East,Sports,Chair,29930,14,0.2,7258,66,Male,2.7
1240,2022-08-28,West,Clothing,Laptop,10496,12,0.0,1223,48,Female,3.3
1241,2022-08-29,South,Electronics,Rice,28288,10,0.05,10826,42,Male,4.2
1242,2022-08-30,East,Clothing,Shoes,30469,18,0.05,3731,40,Female,2.7
1243,2022-08-31,West,Food,TV,49043,11,0.05,11355,41,Male,3.0
1244,2022-09-01,North,Clothing,Shirt,14419,2,0.15,3734,55,Male,3.5
1245,2022-09-02,East,Clothing,Rice,4310,18,0.2,1705,45,Male,5.0
1246,2022-09-03,South,Sports,Chair,31086,7,0.15,4657,38,Female,4.5
1247,2022-09-04,North,Sports,Shoes,40474,15,0.1,5437,60,Male,4.3
1248,2022-09-05,North,Sports,Laptop,42273,11,0.05,4338,35,Male,2.8
1249,2022-09-06,North,Food,Laptop,16871,18,0.1,2474,53,Female,4.5
1250,2022-09-07,East,Sports,Chair,45584,12,0.25,7393,52,Male,4.5
1251,2022-09-08,South,Electronics,Chair,30129,6,0.0,8713,62,Female,4.0
1252,2022-09-09,North,Furniture,Shirt,8936,13,0.0,1483,26,Female,5.0
1253,2022-09-10,West,Electronics,TV,13484,16,0.15,1431,55,Male,3.3
1254,2022-09-11,North,Electronics,Laptop,33539,18,0.2,11671,47,Male,4.9
1255,2022-09-12,North,Sports,Shoes,20395,10,0.1,4276,61,Female,4.8
1256,2022-09-13,East,Furniture,Rice,18655,8,0.2,3845,51,Male,2.5
1257,2022-09-14,East,Furniture,Shoes,11116,18,0.15,2120,49,Female,3.6
1258,2022-09-15,South,Furniture,Phone,37629,1,0.0,14774,20,Female,4.9
1259,2022-09-16,West,Food,Phone,40337,8,0.2,6092,20,Female,2.8
1260,2022-09-17,East,Sports,Chair,25074,6,0.2,9264,45,Male,3.9
1261,2022-09-18,North,Furniture,Shirt,3930,5,0.0,1309,61,Female,4.9
1262,2022-09-19,South,Food,Phone,13176,15,0.1,1620,32,Male,3.9
1263,2022-09-20,North,Clothing,Laptop,11316,15,0.0,4481,58,Male,3.0
1264,2022-09-21,North,Clothing,Shoes,33233,2,0.2,6029,40,Male,4.0
1265,2022-09-22,East,Food,Shoes,20644,1,0.1,2675,57,Male,3.0
1266,2022-09-23,South,Food,Chair,2550,11,0.1,889,28,Female,3.8
1267,2022-09-24,West,Sports,TV,44960,10,0.0,14028,65,Male,2.7
1268,2022-09-25,West,Sports,TV,34433,18,0.2,9819,49,Female,4.0
1269,2022-09-26,East,Clothing,Rice,25451,18,0.15,3736,53,Female,3.8
1270,2022-09-27,East,Furniture,Chair,32913,17,0.2,8016,50,Male,4.4
1271,2022-09-28,South,Clothing,Jacket,35301,8,0.05,11796,41,Female,4.1
1272,2022-09-29,West,Furniture,Rice,33413,15,0.25,6385,56,Female,3.9
1273,2022-09-30,West,Furniture,Jacket,47537,8,0.15,9199,51,Male,4.2
1274,2022-10-01,West,Sports,TV,41100,17,0.1,4149,45,Female,2.9
1275,2022-10-02,North,Electronics,Chair,25780,12,0.15,3926,54,Female,4.0
1276,2022-10-03,West,Electronics,Jacket,25057,8,0.1,9086,24,Female,2.9
1277,2022-10-04,North,Food,Chair,47554,14,0.1,11057,21,Female,4.8
1278,2022-10-05,South,Sports,Chair,35900,4,0.15,14190,54,Male,2.7
1279,2022-10-06,North,Furniture,TV,4994,1,0.1,1092,18,Female,3.6
1280,2022-10-07,South,Electronics,Rice,15652,1,0.1,4923,18,Female,4.2
1281,2022-10-08,West,Furniture,Rice,24395,19,0.05,4503,64,Female,3.6
1282,2022-10-09,West,Electronics,Chair,9655,16,0.2,2019,37,Female,2.7
1283,2022-10-10,South,Electronics,Phone,32383,14,0.2,5091,36,Male,3.9
1284,2022-10-11,East,Electronics,Shirt,43694,16,0.25,8919,46,Female,4.1
1285,2022-10-12,South,Sports,TV,43501,5,0.25,11492,27,Male,4.3
1286,2022-10-13,East,Clothing,Shirt,2328,9,0.05,925,35,Female,3.4
1287,2022-10-14,North,Furniture,Shirt,45528,2,0.25,13625,45,Male,3.9
1288,2022-10-15,North,Sports,Rice,42398,18,0.15,6774,52,Male,3.6
1289,2022-10-16,North,Sports,Rice,32623,6,0.0,3702,60,Male,4.2
1290,2022-10-17,West,Sports,Phone,38073,9,0.0,5251,64,Male,4.0
1291,2022-10-18,North,Sports,Shirt,1306,1,0.0,351,48,Male,3.8
1292,2022-10-19,East,Sports,Shirt,41470,9,0.05,13666,44,Female,3.1
1293,2022-10-20,North,Food,Chair,30257,16,0.05,11562,28,Female,2.5
1294,2022-10-21,South,Furniture,Rice,35136,13,0.1,3680,66,Female,2.9
1295,2022-10-22,South,Sports,Shirt,15061,9,0.0,3868,66,Male,2.8
1296,2022-10-23,West,Furniture,Shoes,48780,13,0.15,11769,55,Female,3.6
1297,2022-10-24,South,Food,Phone,24762,9,0.25,7350,22,Male,4.0
1298,2022-10-25,East,Food,Jacket,15399,11,0.15,4125,25,Male,3.0
1299,2022-10-26,North,Furniture,Shoes,49488,4,0.25,15149,51,Female,4.8
1300,2022-10-27,West,Electronics,Shoes,16434,2,0.0,4888,65,Female,2.5
1301,2022-10-28,North,Clothing,Jacket,38697,6,0.0,5228,69,Male,4.4
1302,2022-10-29,North,Electronics,TV,42344,14,0.0,14393,29,Male,4.1
1303,2022-10-30,East,Electronics,TV,36832,4,0.05,5045,55,Female,3.4
1304,2022-10-31,South,Electronics,Phone,34657,6,0.25,10728,18,Female,2.6
1305,2022-11-01,South,Sports,Shoes,12093,19,0.05,2719,48,Female,4.1
1306,2022-11-02,North,Food,Shirt,40542,6,0.05,10304,21,Female,3.5
1307,2022-11-03,West,Electronics,Rice,17820,2,0.2,6611,66,Male,4.8
1308,2022-11-04,South,Food,Phone,27876,18,0.15,10230,62,Female,3.9
1309,2022-11-05,West,Furniture,Chair,44013,13,0.15,15200,67,Female,4.8
1310,2022-11-06,South,Clothing,Jacket,14699,9,0.1,3720,22,Female,3.1
1311,2022-11-07,West,Furniture,Shoes,16376,19,0.05,5255,47,Male,4.3
1312,2022-11-08,East,Furniture,Phone,8745,13,0.25,2220,41,Male,4.0
1313,2022-11-09,West,Sports,Laptop,7714,11,0.2,2784,20,Male,4.3
1314,2022-11-10,East,Clothing,Laptop,1226,1,0.2,271,28,Male,3.0
1315,2022-11-11,East,Furniture,TV,47100,7,0.15,18419,62,Female,4.2
1316,2022-11-12,West,Furniture,Jacket,11862,15,0.05,4504,21,Male,3.7
1317,2022-11-13,East,Clothing,Rice,18797,1,0.1,6062,43,Female,4.4
1318,2022-11-14,North,Clothing,Shirt,30948,12,0.05,5689,44,Female,3.3
1319,2022-11-15,East,Furniture,Rice,26672,7,0.0,3721,63,Female,4.7
1320,2022-11-16,South,Clothing,Rice,43374,15,0.05,15459,60,Female,2.7
1321,2022-11-17,West,Furniture,Rice,8157,19,0.0,1220,44,Male,4.5
1322,2022-11-18,North,Furniture,Jacket,19350,1,0.0,6894,59,Male,4.7
1323,2022-11-19,West,Sports,Rice,25925,17,0.1,6409,68,Male,4.5
1324,2022-11-20,South,Electronics,Chair,27185,17,0.25,6034,67,Female,3.8
1325,2022-11-21,South,Furniture,Jacket,47819,3,0.15,17739,23,Female,3.6
1326,2022-11-22,South,Food,Chair,25078,12,0.05,7051,32,Female,5.0
1327,2022-11-23,East,Electronics,Jacket,29331,6,0.0,8007,47,Female,3.1
1328,2022-11-24,East,Electronics,TV,8406,11,0.05,2250,59,Female,3.9
1329,2022-11-25,West,Electronics,Phone,7787,3,0.25,1646,54,Male,4.2
1330,2022-11-26,West,Sports,Laptop,34160,8,0.15,11467,54,Female,4.3
1331,2022-11-27,North,Furniture,Rice,10722,14,0.25,1885,59,Male,3.0
1332,2022-11-28,North,Sports,TV,37943,14,0.15,14482,54,Female,4.1
1333,2022-11-29,West,Furniture,Phone,35201,10,0.2,12961,52,Female,4.5
